ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Cluster_Label
1,-21.904590516081075,-22.659090773573475,12.805995319647856,-46.63193454244175,-34.34708057911826,-21.98973763456556,0
2,-28.66238520229107,68.75708110040878,31.76182149468152,3.982258964668871,-62.87686557419667,-61.83856263482711,1
3,-62.55120405959667,60.90923463120655,8.112917613249572,24.11004980401069,-64.37233588961026,70.68194041525317,6
4,14.428023595916104,-48.32604451490411,-65.57651789990929,76.02754907073852,69.96685159088489,48.02395304390588,7
5,9.78028527327049,-55.64317210959321,-72.73729859429295,74.18012285097896,67.87332679924825,41.12801500582252,5
6,-21.45360271864882,-64.08546896784901,33.53135577500242,-17.798743037151226,-62.54504216857023,-6.037033809543896,2
7,-23.38961334733493,72.3748769593754,30.042892917079588,10.586512487446845,-57.30231010452068,-54.44475861229366,1
8,-72.46707173209731,58.62030279623328,24.677408078779397,23.89028217816081,-87.04728373119909,82.69515601737874,6
9,-20.13089469517402,-41.50951390814952,12.871681880739883,-57.47800760897963,-32.06243644279881,-19.00041932970741,0
10,-54.546409574630445,56.36581357215723,17.826894696339842,33.869223249284936,-85.70445606285745,75.5489649503324,6
11,-64.82069991623092,66.89265919690072,10.875194104713607,27.57269150122944,-74.3878586795588,68.85758260966296,6
12,17.390331210716933,-55.102446271588185,-54.66030360452195,59.98210264671644,71.19110000101837,45.35709939662616,5
13,7.4129846297445425,-56.93451037357384,-50.950884352790126,69.92707692854286,63.92106971398841,49.32654535469069,7
14,-32.68323557366066,-74.20801391305132,32.82386197591924,-9.912407222808255,-62.68435304508671,4.409656026842736,2
15,36.93432700869078,-41.20499262607603,-45.37420658046061,-39.158901735276,-29.81638094709952,10.47507795090998,3
16,-7.055713755072279,37.46584527697681,-42.21036674099258,-0.4825687611046598,13.665650016914247,-67.88153581240205,4
17,-24.35951655445907,72.22208265121023,50.11341623709137,9.06951762571111,-50.21538680572254,-52.66220116907982,1
18,-18.26287180422834,45.23269808084757,-60.45262503580716,4.173809904638447,15.354087722388414,-58.82807983434751,4
19,-27.763289353134308,-51.6810315100708,38.62382861120843,-8.013219991587302,-57.20462182237415,0.0315069273929495,2
20,6.017371531388962,49.353724583559696,-58.56373886712951,1.1966650715748035,15.77878015806462,-77.69482747920948,4
21,53.94764785011788,-47.26298070007756,-53.601992696921,-42.4605490578237,-16.47132236059761,1.2579842412621782,3
22,-13.042275074198873,-27.197206558448254,11.12277850907931,-61.11538150510519,-21.257317631069316,-31.688872198677416,0
23,-29.88491546429315,-57.79773039359937,29.859502225154625,-8.305964027688354,-54.54308693589776,-12.010106974994269,2
24,-14.566822269438807,67.29568469069805,33.42093253452674,20.31650149636171,-50.62772316827595,-50.76375216794534,1
25,40.78590140013305,-41.84868847559085,-45.42529991294175,-46.66252046082374,-28.11477509276077,6.667142597767972,3
26,-32.600334257785505,-64.22569086995985,30.69528710148677,-4.833634096411062,-65.73934603050915,-2.2989243306840925,2
27,-15.94159370525476,-40.35638554570127,25.35737721132238,-63.83311188480639,-43.10134728096842,-25.268109653402867,0
28,-16.28493478298234,-42.30428972822336,13.950101709988528,-54.01440019441898,-35.23643309576592,-31.472462832960343,0
29,-23.6605158555969,-56.39996000641348,26.79196594289709,-14.39857985261714,-68.63582584967253,1.459822999106811,2
30,68.93144910262552,-37.72687774323491,-54.00388603685953,-59.89925045283589,-33.13445496224556,0.8709763755724129,3
31,-18.143854491073345,49.66121586058826,-50.599229719353794,5.051067380935424,8.840769813276248,-76.0663259304538,4
32,56.73697406491842,-40.67051875067608,-44.07912407602336,-53.68540280552167,-29.317008805121738,9.755309642066583,3
33,-0.1853027718505284,-28.52078895131602,19.800821936924,-55.04219919202448,-24.121019367451076,-15.5076677789828,0
34,-22.063128740812928,62.95313189563758,47.03469686524247,12.937163281864262,-44.453019726086296,-42.32763150476763,1
35,-8.036204603342256,-33.84327506054246,25.80565724819527,-54.42678476456592,-28.81276241878629,-21.39685471389346,0
36,-12.994212568614856,-16.40184632079249,4.920874398501594,-47.28535064306263,-14.670548739571522,-31.369478135990253,0
37,-3.1506742118223228,31.040663682747265,-42.75266345623734,5.078219642920431,24.047631260679594,-76.12872022121998,4
38,50.20778946027262,-45.34709540553102,-54.65110536566836,-50.540747775303934,-30.18197582414705,10.534638709686472,3
39,-12.350673902057387,42.472701445356975,-48.72502249107917,-3.447569443035304,17.70095696957992,-82.43642538164848,4
40,-7.6545460025567795,59.56224630467826,25.03778261207013,8.530954845494964,-45.06954859385634,-56.79968967647044,1
41,-7.516146551752511,-33.53829812895007,22.865112450102345,-34.1467167212711,-38.21209341642072,-23.0386269273308,0
42,17.435030817766314,-63.63844460097818,-56.61612966051119,69.96148193316243,52.98965159375709,50.34936937202292,7
43,60.26474829934661,-46.25057133852063,-48.23309293964494,-50.61375349978096,-33.09876842516732,4.508258906157554,3
44,-10.581788742471826,38.556303654235975,-55.57582967275808,-3.955895582846909,3.730255055928738,-66.34706789100649,4
45,-17.477230282058578,-55.14430545970051,27.36594219607108,-1.874133706978359,-53.05198477477654,0.0692199385330244,2
46,-85.12844985435855,67.80168247399463,15.971669132538146,32.809738320574986,-70.32091735797725,71.05809946022767,6
47,-12.611506211890376,-30.7904982157769,16.80696660568669,-54.85828429073631,-44.08865862306821,-23.83194566500898,0
48,-70.51076020629247,59.024763967800666,13.53045942203353,30.02614875312367,-71.20567707884688,75.14963205105514,6
49,16.092812576910422,-44.002372928322806,-67.4837765027181,75.47942316578481,77.95786952185657,38.98735864662904,5
50,-30.4800559743794,73.07253626536566,43.30371801822048,26.505278325769147,-50.83692092980122,-58.34220227858478,1
51,-11.70707387136858,-39.16733996111501,21.893623932439567,-51.733243181902935,-35.18206818378712,-31.882949862773152,0
52,-21.258984669188763,70.17543231328189,42.05008388664373,16.49513534126923,-38.11836317122993,-45.02577125345612,1
53,-23.70528192497721,-39.13724996937113,24.593179242414088,-47.83460825225066,-18.64609628674195,-26.24792841235073,0
54,38.86440674975399,-47.66478644701965,-56.44179592685947,-60.90280026576151,-37.30963205691565,2.300023551625306,3
55,-14.48919295257958,-41.26226980236822,13.22623537846415,-52.921547970729726,-39.10380412429792,-16.945377832553692,0
56,-60.543874522943234,55.91896758676909,18.53872999460345,37.05060737885108,-84.15328704249214,76.08053846379339,6
57,-2.2679112478484704,-36.62515095231208,27.719255173117286,-51.16623938203245,-41.62084613699757,-21.96579230759174,0
58,-16.958094906009414,-37.96130937917068,21.9489327100608,-68.21779348329979,-34.26843652163388,-11.820600394826442,0
59,58.86948533493261,-56.334592173511616,-57.989156434348416,-48.08604321038006,-32.07213583092961,6.276896610982261,3
60,-65.36939012200075,67.30734901646089,7.196059935266272,36.208857427774745,-80.77944764998318,88.66466839511928,6
61,-32.71067470560356,-51.94052060406049,35.146703877498915,-9.195738938663284,-51.33518698593262,3.995906616069629,2
62,27.877848312167973,-37.76848694100059,-56.2814704581908,56.09583717333452,70.357399030376,47.76606792780923,5
63,-24.507631651861388,-64.70986564895229,28.70641087436027,-14.71646280047641,-51.65633876198193,-7.996258307128056,2
64,-29.21580045337092,-69.92570048556253,28.081340748729783,0.8116381710860487,-59.11364686910144,-5.480825401671843,2
65,-12.16937520071292,79.46457942683338,28.375761277424694,8.387318853199798,-56.12490308631267,-58.26887200442103,1
